,Year,Month,Date,Time,Minute,Air Temperature,Previous Day Average,Two Days Before Average,Three Days Before Average,Last 7 Days Average
48,2020,07,07,07,30,21.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
49,2020,07,07,07,00,22.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
50,2020,07,07,07,20,21.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
51,2020,07,07,06,10,21.8,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
52,2020,07,07,07,40,21.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
53,2020,07,07,06,30,21.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
54,2020,07,07,07,50,21.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
55,2020,07,07,08,20,21.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
56,2020,07,07,08,30,21.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
57,2020,07,07,08,40,21.4,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
58,2020,07,07,08,00,21.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
59,2020,07,07,09,40,22.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
60,2020,07,07,08,50,21.8,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
61,2020,07,07,09,10,22.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
62,2020,07,07,09,00,21.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
63,2020,07,07,09,20,22.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
64,2020,07,07,08,10,21.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
65,2020,07,07,09,30,22.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
66,2020,07,07,10,00,23.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
67,2020,07,07,10,20,22.5,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
68,2020,07,07,10,30,22.4,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
69,2020,07,07,11,00,22.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
70,2020,07,07,10,50,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
71,2020,07,07,11,10,23.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
72,2020,07,07,10,40,22.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
73,2020,07,07,09,50,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
74,2020,07,07,10,10,23.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
75,2020,07,07,11,40,22.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
76,2020,07,07,11,50,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
77,2020,07,07,12,30,23.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
78,2020,07,07,12,00,22.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
79,2020,07,07,12,10,22.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
80,2020,07,07,11,20,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
81,2020,07,07,12,20,22.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
82,2020,07,07,13,00,23.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
83,2020,07,07,11,30,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
84,2020,07,07,12,40,23.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
85,2020,07,07,13,10,22.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
86,2020,07,07,13,20,23.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
87,2020,07,07,13,40,23.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
88,2020,07,07,14,10,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
89,2020,07,07,13,50,23.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
90,2020,07,07,14,00,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
91,2020,07,07,12,50,23.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
92,2020,07,07,14,40,22.8,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
93,2020,07,07,14,20,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
94,2020,07,07,14,30,22.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
95,2020,07,07,14,50,22.8,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
96,2020,07,07,13,30,23.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
97,2020,07,07,15,10,22.8,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
98,2020,07,07,15,00,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
99,2020,07,07,15,20,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
100,2020,07,07,15,40,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
101,2020,07,07,15,50,23.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
102,2020,07,07,16,00,22.5,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
103,2020,07,07,15,30,22.8,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
104,2020,07,07,16,20,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
105,2020,07,07,16,10,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
106,2020,07,07,16,50,22.4,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
107,2020,07,07,17,20,22.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
108,2020,07,07,17,10,22.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
109,2020,07,07,17,00,22.5,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
110,2020,07,07,18,00,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
111,2020,07,07,17,40,22.4,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
112,2020,07,07,17,50,22.5,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
113,2020,07,07,18,10,22.4,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
114,2020,07,07,17,30,22.6,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
115,2020,07,07,16,40,22.7,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
116,2020,07,07,16,30,22.4,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
117,2020,07,07,18,50,22.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
118,2020,07,07,18,20,22.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
119,2020,07,07,18,30,22.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
120,2020,07,07,19,10,22.0,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
121,2020,07,07,19,40,22.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
122,2020,07,07,18,40,22.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
123,2020,07,07,19,50,21.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
124,2020,07,07,19,20,21.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
125,2020,07,07,19,30,21.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
126,2020,07,07,19,00,22.3,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
127,2020,07,07,20,00,22.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
128,2020,07,07,20,10,22.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
129,2020,07,07,20,40,22.4,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
130,2020,07,07,20,50,21.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
131,2020,07,07,21,00,22.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
132,2020,07,07,21,20,21.9,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
133,2020,07,07,20,20,22.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
134,2020,07,07,20,30,22.2,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
135,2020,07,07,21,30,22.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
136,2020,07,07,21,10,22.1,22.224615384615383,22.285384615384615,22.155384615384612,22.371152826162003
137,2021,07,17,10,11,21.6,21.6,23.1,24.5,
138,2021,07,16,09,50,23.1,23.1,24.5,,
139,2021,07,20,09,50,21.6,21.6,21.3,21.1,
140,2021,07,19,10,20,21.3,21.3,21.1,21.6,
141,2021,07,21,10,10,21.7,21.7,21.6,21.3,
142,2021,07,18,10,10,21.1,21.1,21.6,23.1,
143,2021,07,22,10,10,24.2,24.2,21.7,21.6,22.387500000000003
144,2021,07,23,09,50,23.4,23.4,24.2,21.7,22.25
145,2021,07,26,09,50,23.2,23.2,24.7,24.7,23.1
146,2021,07,29,10,30,22.7,22.7,24.1,24.4,23.924999999999997
147,2021,07,25,10,20,24.7,24.7,24.7,23.4,22.8375
148,2021,07,31,10,10,23.3,23.3,22.6,22.7,23.7125
149,2021,07,24,10,20,24.7,24.7,23.4,24.2,22.450000000000003
150,2021,07,30,11,20,22.6,22.6,22.7,24.1,23.725
151,2021,07,27,10,20,24.4,24.4,23.2,24.7,23.487499999999997
152,2021,07,28,10,20,24.1,24.1,24.4,23.2,23.8
153,2022,07,08,00,10,21.7,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
154,2022,07,08,00,00,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
155,2022,07,08,01,00,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
156,2022,07,08,01,30,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
157,2022,07,08,02,50,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
158,2022,07,08,00,40,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
159,2022,07,08,00,50,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
160,2022,07,08,01,50,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
161,2022,07,08,02,00,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
162,2022,07,08,00,20,21.7,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
163,2022,07,08,02,40,21.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
164,2022,07,08,00,30,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
165,2022,07,08,01,20,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
166,2022,07,08,02,20,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
167,2022,07,08,01,10,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
168,2022,07,08,02,10,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
169,2022,07,08,01,40,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
170,2022,07,07,23,50,21.5,21.824827586206897,21.797260273972604,22.146527777777777,21.614566538077995
171,2022,07,08,02,30,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
172,2022,07,08,03,10,21.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
173,2022,07,08,03,30,21.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
174,2022,07,08,03,40,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
175,2022,07,08,03,20,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
176,2022,07,08,04,20,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
177,2022,07,08,04,30,21.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
178,2022,07,08,04,40,21.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
179,2022,07,08,04,00,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
180,2022,07,08,05,00,21.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
181,2022,07,08,04,50,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
182,2022,07,08,03,50,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
183,2022,07,08,04,10,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
184,2022,07,08,05,40,21.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
185,2022,07,08,05,10,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
186,2022,07,08,06,10,21.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
187,2022,07,08,05,30,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
188,2022,07,08,05,50,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
189,2022,07,08,06,00,20.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
190,2022,07,08,05,20,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
191,2022,07,08,06,20,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
192,2022,07,08,06,30,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
193,2022,07,08,06,40,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
194,2022,07,08,07,10,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
195,2022,07,08,07,00,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
196,2022,07,08,06,50,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
197,2022,07,08,07,30,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
198,2022,07,08,07,40,21.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
199,2022,07,08,03,00,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
200,2022,07,08,08,10,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
201,2022,07,08,07,50,21.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
202,2022,07,08,08,00,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
203,2022,07,08,08,20,21.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
204,2022,07,08,07,20,21.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
205,2022,07,08,08,40,22.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
206,2022,07,08,08,50,21.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
207,2022,07,08,09,00,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
208,2022,07,08,09,10,22.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
209,2022,07,08,08,30,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
210,2022,07,08,09,40,22.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
211,2022,07,08,09,30,21.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
212,2022,07,08,09,50,22.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
213,2022,07,08,09,20,22.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
214,2022,07,08,10,10,22.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
215,2022,07,08,10,00,22.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
216,2022,07,08,10,30,23.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
217,2022,07,08,10,40,23.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
218,2022,07,08,10,50,23.7,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
219,2022,07,08,10,20,22.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
220,2022,07,08,11,20,24.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
221,2022,07,08,11,30,23.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
222,2022,07,08,11,10,24.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
223,2022,07,08,11,00,23.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
224,2022,07,08,11,40,23.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
225,2022,07,08,11,50,24.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
226,2022,07,08,12,10,24.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
227,2022,07,08,12,20,24.7,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
228,2022,07,08,12,30,24.7,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
229,2022,07,08,12,00,24.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
230,2022,07,08,12,50,25.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
231,2022,07,08,13,00,24.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
232,2022,07,08,12,40,25.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
233,2022,07,08,13,10,24.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
234,2022,07,08,13,50,25.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
235,2022,07,08,13,40,25.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
236,2022,07,08,13,30,25.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
237,2022,07,08,14,00,25.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
238,2022,07,08,14,10,25.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
239,2022,07,08,14,30,25.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
240,2022,07,08,13,20,25.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
241,2022,07,08,14,20,25.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
242,2022,07,08,14,40,25.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
243,2022,07,08,15,10,24.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
244,2022,07,08,14,50,25.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
245,2022,07,08,15,20,24.7,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
246,2022,07,08,15,30,24.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
247,2022,07,08,15,00,25.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
248,2022,07,08,15,40,25.1,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
249,2022,07,08,16,00,24.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
250,2022,07,08,15,50,23.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
251,2022,07,08,16,10,24.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
252,2022,07,08,16,20,23.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
253,2022,07,08,16,30,23.2,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
254,2022,07,08,16,40,23.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
255,2022,07,08,16,50,23.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
256,2022,07,08,17,00,23.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
257,2022,07,08,17,10,23.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
258,2022,07,08,17,40,22.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
259,2022,07,08,17,20,23.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
260,2022,07,08,17,50,22.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
261,2022,07,08,17,30,22.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
262,2022,07,08,18,10,22.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
263,2022,07,08,18,00,22.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
264,2022,07,08,18,20,22.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
265,2022,07,08,19,00,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
266,2022,07,08,18,40,21.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
267,2022,07,08,18,50,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
268,2022,07,08,19,10,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
269,2022,07,08,19,20,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
270,2022,07,08,19,30,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
271,2022,07,08,18,30,21.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
272,2022,07,08,19,50,21.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
273,2022,07,08,20,10,21.9,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
274,2022,07,08,20,20,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
275,2022,07,08,20,00,21.8,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
276,2022,07,08,19,40,21.5,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
277,2022,07,08,21,10,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
278,2022,07,08,20,50,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
279,2022,07,08,21,00,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
280,2022,07,08,20,40,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
281,2022,07,08,20,30,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
282,2022,07,08,21,20,21.7,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
283,2022,07,08,22,00,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
284,2022,07,08,21,40,21.6,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
285,2022,07,08,21,30,21.4,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
286,2022,07,08,21,50,21.3,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
287,2022,07,08,22,10,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
288,2022,07,08,22,20,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
289,2022,07,08,22,30,21.0,22.345138888888886,21.824827586206897,21.797260273972604,21.75900200263738
